TimeStamp,GroundSteering,Oracle,Good,Elapsed
1584543103236440,0.0867886,-0,0,59890374
1584543103335011,0.103728,-0,0,59988945
1584543103435050,0.0334239,-0,0,60088984
1584543103535239,-0.00330203,-0,0,60189173
1584543103635818,-0.027351,-0,0,60289752
1584543103737055,0.00734932,-0,0,60390989
1584543103834393,0.0478202,-0,0,60488327
1584543103934369,0.0692918,0.242914,0,60588303
1584543104034770,0.131439,0.248915,0,60688704
1584543104134335,0.184476,0.185939,1,60788269
1584543104236527,0.177965,0.179937,1,60890461
1584543104334454,0.133971,0.290888,0,60988388
1584543104434263,0.133681,0.0150029,0,61088197
1584543104534284,0.14262,-0,0,61188218
1584543104635054,0.128261,-0,0,61288988
1584543104736430,0.0752896,-0,0,61390364
1584543104834193,0.0662096,-0,0,61488127
1584543104934399,0.0711493,-0,0,61588333
1584543105034179,0.0750091,0.182938,0,61688113
1584543105134167,0.0828081,0.149949,0,61788101
1584543105236683,0.0797817,-0,0,61890617
1584543105334209,0.0741836,-0,0,61988143
1584543105434313,-0.0421806,-0,0,62088247
1584543105534194,-0.107256,-0,0,62188128
1584543105635230,-0.14556,-0,0,62289164
1584543105736497,-0.0880261,-0,0,62390431
1584543105834585,-0.0861544,-0.269902,0,62488519
1584543105933934,-0.0941658,-0,0,62587868
1584543106034053,-0.109916,-0,0,62687987
1584543106134090,-0.0990313,-0.2639,0,62788024
1584543106236227,-0.101173,-0,0,62890161
1584543106333872,-0.0825693,-0,0,62987806
1584543106434439,-0.0754954,-0.137947,0,63088373
1584543106533976,-0.0750113,-0,0,63187910
1584543106634484,-0.0819797,-0,0,63288418
1584543106736889,-0.0790637,-0,0,63390823
1584543106833766,-0.0754264,-0.254908,0,63487700
1584543106934271,-0.113852,-0,0,63588205
1584543107033895,-0.120537,-0,0,63687829
1584543107133756,-0.0549258,-0,0,63787690
1584543107235972,0.034388,-0,0,63889906
1584543107333822,0.0833465,0.0659773,0,63987756
1584543107434260,0.0884303,-0,0,64088194
1584543107533647,0.0862742,-0,0,64187581
1584543107634467,0.153445,0.00900175,0,64288401
1584543107739681,0.131639,0.269911,0,64393615
1584543107834078,0.146518,-0,0,64488012
1584543107934386,0.111871,0.0749791,0,64588320
1584543108033569,0.149421,0.0689779,0,64687503
1584543108133650,0.143889,-0,0,64787584
1584543108235817,0.130584,0.290888,0,64889751
1584543108333490,0.106024,0.290888,0,64987424
1584543108433498,0.138404,0.26691,0,65087432
1584543108533620,0.120627,0.122962,1,65187554
1584543108634049,0.0393564,-0,0,65287983
1584543108735504,0.0161751,-0,0,65389438
1584543108833567,0.0279187,-0,0,65487501
1584543108933317,0.108258,-0,0,65587251
1584543109033290,0.101466,0.194931,0,65687224
1584543109133464,0.114652,0.182938,0,65787398
1584543109239471,0.103185,0.0959743,1,65893405
1584543109333451,0.0929858,0.0779797,1,65987385
1584543109433611,0.0875481,-0,0,66087545
1584543109533290,0.12904,-0,0,66187224
1584543109633993,0.153227,-0,0,66287927
1584543109735638,0.135137,-0,0,66389572
1584543109833155,0.0966731,-0,0,66487089
1584543109933131,0.11112,-0,0,66587065
1584543110033294,0.130365,0.143957,1,66687228
1584543110133121,0.166565,0.290888,0,66787055
1584543110235077,0.165747,0.230921,0,66889011
1584543110333971,0.183086,-0,0,66987905
1584543110433493,0.0692854,-0,0,67087427
1584543110533245,0.0332897,-0,0,67187179
1584543110633966,0.0128752,-0,0,67287900
1584543110735089,0.0816003,0.218927,0,67389023
1584543110833326,0.0828799,0.290888,0,67487260
1584543110933612,0.0677784,-0,0,67587546
1584543111033085,0.071756,-0,0,67687019
1584543111133029,0.011832,-0,0,67786963
1584543111234896,-0.0533886,-0.0359804,0,67888830
1584543111333140,-0.0943755,-0.113951,1,67987074
1584543111433310,-0.0730597,-0,0,68087244
1584543111533348,-0.0572254,-0.0599762,1,68187282
1584543111633937,-0.0839867,-0,0,68287871
1584543111734687,-0.0967176,-0,0,68388621
1584543111833240,-0.0908618,-0,0,68487174
1584543111932863,-0.0652096,-0,0,68586797
1584543112033388,-0.0879411,-0,0,68687322
1584543112133479,-0.0911071,-0,0,68787413
1584543112234552,-0.0909326,-0,0,68888486
1584543112333283,-0.0857712,-0,0,68987217
1584543112433832,-0.0534822,-0,0,69087766
1584543112532780,-0.0169392,-0,0,69186714
1584543112633551,0.0470632,-0,0,69287485
1584543112735073,0.0542534,0.098966,0,69389007
1584543112835703,0.0551459,0.122962,0,69489637
1584543112933287,0.0620582,0.125962,0,69587221
1584543113032844,0.0876398,0.110968,1,69686778
1584543113132643,0.0905632,0.00600117,0,69786577
1584543113234342,0.0850264,-0,0,69888276
1584543113332861,0.0688545,0.200933,0,69986795
1584543113432800,0.093052,0.290888,0,70086734
1584543113532627,0.0993348,-0,0,70186561
1584543113636619,0.126546,-0,0,70290553
1584543113734910,0.134975,0.290888,0,70388844
1584543113832647,0.147872,0.185939,1,70486581
1584543113932867,0.129524,-0,0,70586801
1584543114032731,0.104515,0.185939,0,70686665
1584543114132490,0.132567,0.290888,0,70786424
1584543114235118,0.127329,0.290888,0,70889052
1584543114332387,0.127021,0.290888,0,70986321
1584543114434976,0.0802303,-0,0,71088910
1584543114532727,0.105914,-0.00599229,0,71186661
1584543114633228,0.0518882,-0.164934,0,71287162
1584543114734374,0.00760219,-0.248906,0,71388308
1584543114832475,-0.0701224,-0,0,71486409
1584543114932342,-0.0242762,-0,0,71586276
1584543115032398,0.0193242,0.179937,0,71686332
1584543115132639,0.0612242,0.251916,0,71786573
1584543115234313,0.0619341,-0,0,71888247
1584543115332413,0.0622748,-0,0,71986347
1584543115432322,-0.00539466,-0,0,72086256
1584543115532295,-0.0466107,-0,0,72186229
1584543115633122,-0.0854953,-0.0269875,0,72287056
1584543115734261,-0.10557,-0,0,72388195
1584543115832152,-0.10875,-0,0,72486086
1584543115934631,-0.11362,-0,0,72588565
1584543116032793,-0.0715146,-0.0929649,1,72686727
1584543116131950,-0.0740469,-0,0,72785884
1584543116234042,-0.0729199,-0,0,72887976
1584543116332134,-0.0693869,-0,0,72986068
1584543116431934,-0.101706,-0,0,73085868
1584543116531963,-0.100095,-0,0,73185897
1584543116632755,-0.084563,-0,0,73286689
1584543116734027,-0.0995192,-0,0,73387961
1584543116831932,-0.0966611,-0,0,73485866
1584543116932006,-0.111009,-0,0,73585940
1584543117031830,-0.0786401,-0,0,73685764
1584543117131771,-0.0768283,-0,0,73785705
1584543117234077,0.00861206,-0,0,73888011
1584543117331731,0.0319049,-0,0,73985665
1584543117431733,0.0321048,-0,0,74085667
1584543117532014,-0.0502711,-0,0,74185948
1584543117632598,-0.0770345,-0,0,74286532
1584543117733877,-0.0804395,-0,0,74387811
1584543117831837,-0.0429501,-0,0,74485771
1584543117931767,0.02211,-0,0,74585701
1584543118032026,0.0815273,-0,0,74685960
1584543118132058,0.0787827,-0,0,74785992
1584543118233910,0.0762329,-0,0,74887844
1584543118331632,0.0582903,-0,0,74985566
1584543118431726,0.0601277,0.0599851,1,75085660
1584543118531739,0.0640772,0.176946,0,75185673
1584543118632371,0.0650675,-0,0,75286305
1584543118733913,0.0678644,-0,0,75387847
1584543118831558,0.0953547,-0,0,75485492
1584543118934305,0.0902478,0.0569845,0,75588239
1584543119031999,0.0862744,0.0659773,0,75685933
1584543119131674,0.0593969,0.0659773,1,75785608
1584543119233589,0.0901519,0.083972,1,75887523
1584543119331804,0.113761,0.0869726,0,75985738
1584543119431721,0.136996,0.0869726,0,76085655
1584543119531808,0.120894,0.0899731,0,76185742
1584543119632525,0.158256,0.0899731,0,76286459
1584543119733550,0.160168,0.0869726,0,76387484
1584543119831839,0.16134,0.0869726,0,76485773
1584543119931416,0.124927,0.104967,1,76585350
1584543120031349,0.120473,0.134955,1,76685283
1584543120131383,0.112688,0.134955,1,76785317
1584543120233574,0.0951775,0.125962,1,76887508
1584543120331182,0.0944051,0.125962,0,76985116
1584543120431341,0.0956623,0.125962,1,77085275
1584543120531353,0.0999774,0.125962,1,77185287
1584543120631903,0.0825118,0.125962,0,77285837
1584543120733281,0.0781798,0.125962,0,77387215
1584543120831654,0.0754028,0.0869726,1,77485588
1584543120931072,0.0674421,-0,0,77585006
1584543121031265,0.0619124,-0,0,77685199
1584543121131444,0.0533513,-0,0,77785378
1584543121232770,0.0646975,-0,0,77886704
1584543121331440,0.00838564,-0,0,77985374
1584543121431141,0.00978379,-0,0,78085075
1584543121531015,-0.0125503,-0,0,78184949
1584543121631753,0.0919217,-0,0,78285687
1584543121732954,0.0935212,0.188939,0,78386888
1584543121833780,0.129653,-0,0,78487714
1584543121934198,0.036095,-0,0,78588132
1584543122031770,-0.00332204,-0,0,78685704
1584543122130993,-0.0269682,-0,0,78784927
1584543122233481,0.0168029,-0,0,78887415
1584543122330945,0.0492393,-0,0,78984879
1584543122430904,0.0773686,0.290888,0,79084838
1584543122530686,0.119882,0.290888,0,79184620
1584543122631583,0.146513,-0,0,79285517
1584543122732705,0.117072,-0,0,79386639
1584543122830654,0.0875873,0.290888,0,79484588
1584543122930771,0.0854353,-0,0,79584705
1584543123031515,0.0989194,-0,0,79685449
1584543123130578,0.107005,0.239922,0,79784512
1584543123232711,0.103111,0.290888,0,79886645
1584543123330887,0.108023,0.290888,0,79984821
1584543123433252,0.103104,0.290888,0,80087186
1584543123531231,0.106753,0.0239958,0,80185165
1584543123631670,0.147247,-0,0,80285604
1584543123733304,0.152535,-0,0,80387238
1584543123830629,0.16632,-0,0,80484563
1584543123930439,0.156238,-0,0,80584373
1584543124030383,0.158992,-0,0,80684317
1584543124130557,0.158828,-0,0,80784491
1584543124236753,0.157392,-0,0,80890687
1584543124332982,0.157423,-0,0,80986916
1584543124430495,0.141263,-0,0,81084429
1584543124530309,0.112618,-0,0,81184243
1584543124630995,0.111654,-0,0,81284929
1584543124732415,0.138089,-0,0,81386349
1584543124830252,0.131521,-0,0,81484186
1584543124930222,0.134012,-0,0,81584156
1584543125030802,0.107858,-0,0,81684736
1584543125134335,0.133078,-0,0,81788269
1584543125232241,0.161722,-0,0,81886175
